,age,location,family_size,studytime,attendance,english,math,science,social_science,art_culture,total_score,average_score,stu_group
2274,17,1,7,3,63,65,34,52,64,61,276,55.2,0
2275,16,0,5,6,100,84,86,83,96,98,447,89.4,2
2276,15,2,2,7,85,82,92,80,98,93,445,89.0,2
2277,16,2,6,2,68,61,49,51,51,45,257,51.4,0
2278,16,1,4,6,95,81,77,72,79,78,387,77.4,1
2279,15,2,4,7,99,90,98,91,81,80,440,88.0,2
2280,16,0,2,7,73,89,84,93,95,83,444,88.8,2
2281,16,1,5,4,81,80,81,76,77,75,389,77.8,1
2282,17,0,7,8,91,94,92,93,89,83,451,90.2,2
2283,17,0,2,6,93,80,70,75,80,80,385,77.0,1
2284,16,0,5,6,82,91,91,88,87,97,454,90.8,2
2285,17,0,3,8,88,89,86,85,81,95,436,87.2,2
2286,15,2,3,7,87,95,96,87,91,93,462,92.4,2
2287,16,1,4,4,58,82,74,73,73,74,376,75.2,1
2288,16,0,6,7,77,91,90,90,83,92,446,89.2,2
2289,17,0,6,6,64,79,80,81,71,80,391,78.2,1
2290,18,1,4,1,63,68,59,56,52,71,306,61.2,0
2291,17,2,4,4,62,73,73,79,80,74,379,75.8,1
2292,17,0,2,7,90,88,92,81,96,96,453,90.6,2
2293,18,1,5,8,86,91,90,95,91,88,455,91.0,2
2294,16,1,4,7,76,90,82,88,82,94,436,87.2,2
2295,17,0,4,2,62,42,49,48,59,86,284,56.8,0
2296,16,0,7,8,88,99,81,100,96,85,461,92.2,2
2297,16,0,2,6,83,86,83,83,99,80,431,86.2,2
2298,18,1,5,6,63,69,70,76,80,73,368,73.6,1
2299,17,0,3,6,65,70,74,77,82,72,375,75.0,1
2300,17,2,2,7,84,84,97,95,90,88,454,90.8,2
2301,18,1,4,6,57,76,74,69,75,69,363,72.6,1
2302,17,2,3,3,66,51,45,43,64,61,264,52.8,0
2303,15,2,6,1,74,55,59,68,57,53,292,58.4,0
2304,15,2,2,5,87,70,75,81,86,92,404,80.8,1
2305,17,2,5,6,71,99,80,98,98,95,470,94.0,2
2306,18,1,4,8,84,81,82,97,96,92,448,89.6,2
2307,15,1,5,2,62,45,66,49,65,53,278,55.6,0
2308,17,0,2,4,58,82,67,81,69,92,391,78.2,1
2309,17,1,3,5,59,70,77,82,73,81,383,76.6,1
2310,16,1,4,2,67,41,51,69,53,55,269,53.8,0
2311,18,1,3,6,71,72,70,74,78,76,370,74.0,1
2312,16,0,6,7,68,92,85,99,83,99,458,91.6,2
2313,15,2,5,6,79,91,100,84,84,84,443,88.6,2
2314,16,2,3,2,86,70,45,54,49,44,262,52.4,0
2315,16,0,5,6,63,76,80,70,77,72,375,75.0,1
2316,16,2,7,5,51,80,74,75,75,75,379,75.8,1
2317,17,1,5,2,67,59,48,58,64,52,281,56.2,0
2318,18,0,7,8,73,81,98,84,85,92,440,88.0,2
2319,16,0,6,7,84,100,93,98,91,92,474,94.8,2
2320,17,1,4,2,66,56,49,63,61,61,290,58.0,0
2321,17,0,4,7,82,97,92,98,96,86,469,93.8,2
2322,17,1,4,6,86,87,97,84,90,93,451,90.2,2
2323,15,2,7,2,61,54,48,60,59,76,297,59.4,0
2324,17,0,4,1,84,44,62,60,43,49,258,51.6,0
2325,16,0,4,6,91,81,94,91,89,98,453,90.6,2
2326,16,2,2,3,71,45,54,57,51,76,283,56.6,0
2327,15,2,2,1,58,44,37,40,49,57,227,45.4,0
2328,15,1,3,5,57,81,77,82,77,92,409,81.8,1
2329,16,2,4,5,90,74,69,74,77,72,366,73.2,1
2330,17,2,3,7,85,87,90,99,92,84,452,90.4,2
2331,15,0,2,8,89,93,100,84,90,91,458,91.6,2
2332,16,1,7,2,59,49,44,42,47,76,258,51.6,0
2333,15,1,6,1,67,58,49,68,57,67,299,59.8,0
2334,16,2,5,8,88,95,98,93,96,85,467,93.4,2
2335,17,2,3,6,76,74,67,73,72,75,361,72.2,1
2336,15,2,5,6,74,86,94,85,80,98,443,88.6,2
2337,16,2,7,6,93,82,73,82,68,86,391,78.2,1
2338,17,2,3,1,59,66,64,43,64,61,298,59.6,0
2339,16,2,7,6,82,91,86,83,86,81,427,85.4,2
2340,17,1,5,7,65,96,99,93,97,80,465,93.0,2
2341,18,0,3,7,67,94,89,99,90,99,471,94.2,2
2342,17,1,7,5,88,77,77,73,79,78,384,76.8,1
2343,15,2,4,7,89,84,96,97,89,96,462,92.4,2
2344,15,1,6,6,57,75,78,79,86,73,391,78.2,1
2345,17,1,7,4,72,73,77,77,73,73,373,74.6,1
2346,17,1,3,6,59,73,73,80,79,69,374,74.8,1
2347,16,0,5,4,62,79,80,80,72,77,388,77.6,1
2348,15,2,6,3,62,53,59,54,50,63,279,55.8,0
2349,16,1,5,3,81,66,49,44,51,63,273,54.6,0
2350,15,0,2,7,99,91,81,92,80,95,439,87.8,2
2351,17,0,4,4,95,72,68,80,77,71,368,73.6,1
2352,16,2,4,5,50,68,70,78,78,75,369,73.8,1
2353,17,2,5,3,75,41,54,55,52,49,251,50.2,0
2354,17,0,5,6,66,99,85,87,89,90,450,90.0,2
2355,15,0,2,8,86,92,91,100,86,98,467,93.4,2
2356,18,0,5,7,95,81,92,83,97,87,440,88.0,2
2357,17,0,4,6,82,92,83,89,92,89,445,89.0,2
2358,16,1,7,4,65,75,67,82,81,71,376,75.2,1
2359,18,1,7,5,59,71,78,71,76,86,382,76.4,1
2360,17,1,7,5,70,70,70,71,80,76,367,73.4,1
2361,18,2,2,3,56,66,65,65,71,44,311,62.2,0
2362,17,0,3,7,82,96,91,88,96,89,460,92.0,2
2363,15,0,7,4,95,76,81,74,73,72,376,75.2,1
2364,16,0,2,7,71,84,82,82,85,86,419,83.8,2
2365,16,2,6,7,89,87,81,83,80,81,412,82.4,2
2366,15,0,6,4,89,70,77,71,68,81,367,73.4,1
2367,16,2,5,8,81,93,80,85,90,92,440,88.0,2
2368,15,1,3,1,66,67,69,41,56,86,319,63.8,0
2369,15,1,3,5,87,78,70,73,81,69,371,74.2,1
2370,18,1,3,4,69,69,74,81,73,73,370,74.0,1
2371,16,2,5,3,69,69,51,50,43,44,257,51.4,0
2372,16,1,2,6,92,78,71,71,79,77,376,75.2,1
2373,15,0,5,5,85,79,77,80,71,72,379,75.8,1
2374,18,0,4,2,50,68,65,45,56,69,303,60.6,0
2375,17,0,5,1,69,69,45,67,57,49,287,57.4,0
2376,16,2,7,4,89,73,70,71,82,81,377,75.4,1
2377,17,1,6,3,58,43,37,60,45,67,252,50.4,0
2378,17,2,3,2,72,67,68,52,48,55,290,58.0,0
2379,16,2,5,1,85,62,70,48,63,69,312,62.4,0
2380,16,0,3,7,72,88,82,84,100,91,445,89.0,2
2381,18,2,6,7,83,86,92,89,92,92,451,90.2,2
2382,16,1,3,7,73,91,90,80,90,80,431,86.2,2
2383,16,1,5,7,83,83,85,98,97,89,452,90.4,2
2384,16,0,5,2,85,69,44,56,59,50,278,55.6,0
2385,16,1,3,4,94,82,70,74,77,86,389,77.8,1
2386,17,0,5,6,77,79,68,70,79,72,368,73.6,1
2387,16,1,2,3,71,52,60,70,45,44,271,54.2,0
2388,16,0,6,6,83,74,68,69,80,73,364,72.8,1
2389,16,2,5,3,61,45,54,64,59,69,291,58.2,0
2390,17,0,2,8,90,95,80,92,95,99,461,92.2,2
2391,15,1,3,2,62,63,69,40,43,67,282,56.4,0
2392,16,0,2,7,90,83,83,81,99,100,446,89.2,2
2393,17,1,6,6,90,80,99,83,94,94,450,90.0,2
2394,17,2,6,8,84,91,91,90,82,85,439,87.8,2
2395,17,2,6,5,60,70,72,78,74,79,373,74.6,1
2396,16,2,5,6,90,100,99,83,81,85,448,89.6,2
2397,16,0,3,8,78,82,82,87,88,88,427,85.4,2
2398,18,0,4,8,82,87,95,82,88,83,435,87.0,2
2399,16,0,6,7,88,82,82,87,81,83,415,83.0,2
2400,16,1,2,5,89,78,68,70,75,81,372,74.4,1
2401,16,0,5,7,86,84,81,85,93,92,435,87.0,2
2402,18,2,3,7,90,88,80,93,91,95,447,89.4,2
2403,18,1,2,3,71,52,60,63,54,72,301,60.2,0
2404,18,2,6,6,57,71,67,76,81,73,368,73.6,1
2405,16,1,5,8,87,81,99,81,90,92,443,88.6,2
2406,18,0,6,4,55,71,74,70,80,73,368,73.6,1
2407,17,1,2,6,74,74,69,79,75,79,376,75.2,1
2408,16,1,5,8,89,95,91,89,86,96,457,91.4,2
2409,17,2,6,3,72,67,50,51,50,76,294,58.8,0
2410,18,0,6,4,77,69,75,79,82,75,380,76.0,1
2411,15,0,3,4,61,76,75,72,79,72,374,74.8,1
2412,18,0,3,6,84,85,83,89,98,85,440,88.0,2
2413,16,0,6,7,96,92,83,84,90,91,440,88.0,2
2414,15,1,6,1,67,53,66,52,43,45,259,51.8,0
2415,16,2,5,7,83,100,82,86,82,84,434,86.8,2
2416,17,0,3,6,81,88,92,99,82,94,455,91.0,2
2417,18,0,4,6,86,81,94,81,100,95,451,90.2,2
2418,18,2,6,6,81,80,96,95,92,95,458,91.6,2
2419,18,1,5,3,71,51,48,69,65,76,309,61.8,0
2420,17,1,7,3,71,55,50,55,69,65,294,58.8,0
2421,15,0,4,8,100,91,80,94,82,98,445,89.0,2
2422,17,2,5,3,74,61,65,56,50,65,297,59.4,0
2423,16,0,4,2,52,67,70,70,54,44,305,61.0,0
2424,16,2,4,2,68,59,48,41,86,47,281,56.2,0
2425,17,2,6,8,99,99,92,89,85,91,456,91.2,2
2426,16,0,6,7,81,91,91,80,93,80,435,87.0,2
2427,18,0,4,8,67,83,82,88,84,99,436,87.2,2
2428,17,0,4,5,63,68,73,72,75,76,364,72.8,1
2429,15,1,6,5,62,68,70,78,82,92,390,78.0,1
2430,17,2,3,1,68,55,66,63,62,61,307,61.4,0
2431,17,0,7,3,86,45,68,60,59,69,301,60.2,0
2432,16,1,6,6,65,80,69,74,81,69,373,74.6,1
2433,15,2,6,3,77,57,51,59,45,66,278,55.6,0
2434,17,2,4,2,76,68,61,58,56,67,310,62.0,0
2435,17,2,3,1,92,41,70,66,66,62,305,61.0,0
2436,17,2,4,3,76,63,63,58,62,55,301,60.2,0
2437,17,2,2,2,65,60,45,59,45,76,285,57.0,0
2438,16,1,2,8,94,91,95,97,80,98,461,92.2,2
2439,17,2,7,4,61,81,80,70,76,73,380,76.0,1
2440,15,1,5,8,92,89,99,92,85,92,457,91.4,2
2441,15,2,3,6,85,100,94,84,85,96,459,91.8,2
2442,18,2,2,3,54,65,59,52,49,57,282,56.4,0
2443,17,0,3,8,73,100,81,95,90,99,465,93.0,2
2444,16,2,2,8,86,82,81,90,97,84,434,86.8,2
2445,18,1,6,8,89,96,100,83,90,92,461,92.2,2
2446,17,2,5,7,78,81,82,80,88,80,411,82.2,2
2447,16,1,5,5,55,70,73,81,71,71,366,73.2,1
2448,17,2,7,6,92,70,70,70,80,79,369,73.8,1
2449,18,2,7,4,84,75,80,82,74,92,403,80.6,1
2450,16,2,4,6,67,81,98,98,92,93,462,92.4,2
2451,18,1,2,4,65,76,69,82,76,76,379,75.8,1
2452,17,0,6,4,79,78,70,77,82,73,380,76.0,1
2453,17,1,5,3,67,68,67,43,65,61,304,60.8,0
2454,16,0,4,4,68,69,72,71,76,69,357,71.4,1
2455,15,2,4,2,54,60,66,49,44,49,268,53.6,0
2456,16,0,4,6,90,75,74,76,75,80,380,76.0,1
2457,15,1,2,5,69,69,70,75,81,92,387,77.4,1
2458,17,0,6,4,61,69,71,68,69,74,351,70.2,1
2459,15,2,4,3,67,45,44,56,51,62,258,51.6,0
2460,15,0,2,3,85,63,37,70,65,57,292,58.4,0
2461,16,2,4,7,82,97,85,84,81,97,444,88.8,2
2462,18,1,3,6,94,70,68,74,69,73,354,70.8,1
2463,17,1,6,3,61,44,64,63,53,61,285,57.0,0
2464,17,0,4,4,53,73,75,76,82,78,384,76.8,1
2465,17,1,2,7,79,96,91,82,94,89,452,90.4,2
2466,15,0,5,1,67,57,54,44,59,72,286,57.2,0
2467,17,2,4,2,75,48,53,61,58,44,264,52.8,0
2468,17,0,5,7,78,90,83,87,88,93,441,88.2,2
2469,16,2,3,6,84,69,71,71,77,81,369,73.8,1
2470,17,0,2,1,59,55,48,44,62,63,272,54.4,0
2471,16,0,4,2,75,60,47,58,59,54,278,55.6,0
2472,15,0,7,5,89,75,69,72,77,78,371,74.2,1
2473,17,1,5,5,58,72,70,81,76,92,391,78.2,1
2474,17,1,6,2,63,60,64,59,69,69,321,64.2,0
2475,16,0,4,8,88,84,84,99,89,94,450,90.0,2
2476,17,2,6,4,62,69,78,74,72,78,371,74.2,1
2477,17,1,6,6,60,79,74,79,77,69,378,75.6,1
2478,17,1,7,3,60,43,45,51,59,61,259,51.8,0
2479,17,0,3,2,86,70,63,64,71,66,334,66.8,0
2480,16,2,5,6,90,91,82,86,85,87,431,86.2,2
2481,15,1,5,6,95,75,73,69,69,76,362,72.4,1
2482,16,1,3,1,66,63,47,64,50,67,291,58.2,0
2483,17,1,6,8,82,83,81,100,82,84,430,86.0,2
2484,15,1,7,6,73,88,80,89,96,85,438,87.6,2
2485,17,1,5,1,70,53,45,43,62,76,279,55.8,0
2486,15,1,5,7,75,94,81,80,80,95,430,86.0,2
2487,15,0,5,1,72,43,45,57,68,47,260,52.0,0
2488,16,2,6,4,94,71,77,71,73,81,373,74.6,1
2489,17,1,7,3,57,58,60,69,69,54,310,62.0,0
2490,17,1,7,4,73,80,71,69,80,86,386,77.2,1
2491,18,1,5,2,55,64,53,64,42,47,270,54.0,0
2492,17,0,4,5,91,69,69,72,75,74,359,71.8,1
2493,17,2,5,6,69,70,81,71,76,69,367,73.4,1
2494,17,1,4,6,80,91,94,91,97,98,471,94.2,2
2495,17,2,2,6,71,88,84,88,91,92,443,88.6,2
2496,17,0,5,8,86,90,92,96,89,89,456,91.2,2
2497,17,0,5,7,82,83,89,84,99,95,450,90.0,2
2498,15,2,5,3,71,61,54,58,63,51,287,57.4,0
2499,16,0,2,6,84,78,69,73,76,69,365,73.0,1
2500,18,0,7,6,73,77,70,82,76,77,382,76.4,1
2501,16,2,3,3,86,59,65,41,50,61,276,55.2,0
2502,18,0,3,8,91,80,80,96,82,81,419,83.8,2
2503,15,2,7,6,98,89,89,98,97,92,465,93.0,2
2504,17,1,7,8,82,86,94,98,94,94,466,93.2,2
2505,17,0,6,7,81,85,95,98,82,96,456,91.2,2
2506,18,2,5,6,77,86,99,83,87,99,454,90.8,2
2507,17,0,3,6,65,73,67,81,71,80,372,74.4,1
2508,18,1,4,6,87,100,86,97,87,92,462,92.4,2
2509,16,1,4,6,98,97,96,82,87,96,458,91.6,2
2510,16,0,3,1,76,59,59,55,71,66,310,62.0,0
2511,16,0,3,2,71,70,48,44,62,67,291,58.2,0
2512,17,2,5,5,65,73,67,78,79,72,369,73.8,1
2513,17,2,7,6,92,80,74,73,82,74,383,76.6,1
2514,17,0,2,8,97,91,84,80,90,97,442,88.4,2
2515,16,2,5,5,92,70,69,72,78,71,360,72.0,1
2516,17,0,2,7,85,82,81,93,88,97,441,88.2,2
2517,15,0,2,8,65,84,96,82,84,87,433,86.6,2
2518,17,0,3,3,68,58,44,66,51,61,280,56.0,0
2519,18,0,2,6,61,76,70,72,82,81,381,76.2,1
2520,17,2,7,1,72,68,52,54,66,61,301,60.2,0
2521,18,1,3,6,62,82,78,75,72,71,378,75.6,1
2522,18,1,5,7,89,98,97,99,96,99,489,97.8,2
2523,17,2,5,2,86,61,34,52,55,57,259,51.8,0
2524,17,0,4,5,64,81,67,68,69,81,366,73.2,1
2525,17,1,6,1,57,47,54,56,62,53,272,54.4,0
2526,16,0,6,3,86,63,56,58,56,86,319,63.8,0
2527,18,1,7,1,55,65,66,50,45,71,297,59.4,0
2528,18,0,6,6,54,80,71,75,81,71,378,75.6,1
2529,15,1,4,6,55,82,74,68,72,74,370,74.0,1
2530,16,1,4,7,78,98,86,88,85,95,452,90.4,2
2531,17,0,6,5,79,71,75,79,74,78,377,75.4,1
2532,17,1,2,4,62,75,70,71,79,80,375,75.0,1
2533,17,1,2,5,64,81,70,78,78,71,378,75.6,1
2534,17,1,4,4,75,81,82,79,86,74,402,80.4,1
2535,16,0,2,6,63,72,70,80,80,77,379,75.8,1
2536,17,0,2,2,84,59,60,64,49,72,304,60.8,0
2537,17,2,3,6,50,73,78,69,71,74,365,73.0,1
2538,17,0,4,7,95,98,92,85,81,100,456,91.2,2
2539,17,2,3,8,87,83,82,89,94,92,440,88.0,2
2540,15,0,2,5,53,80,68,80,71,71,370,74.0,1
2541,17,0,6,2,69,68,69,47,86,51,321,64.2,0
2542,16,2,2,7,92,89,84,92,99,88,452,90.4,2
2543,17,0,7,3,70,54,63,67,86,69,339,67.8,0
2544,18,2,7,2,51,58,57,68,52,64,299,59.8,0
2545,17,2,5,5,90,74,68,79,81,74,376,75.2,1
2546,17,1,5,6,60,74,69,79,82,92,396,79.2,1
2547,17,1,6,6,61,75,70,72,69,69,355,71.0,1
2548,18,1,6,4,56,69,67,73,81,69,359,71.8,1
2549,17,0,3,4,92,72,70,72,73,77,364,72.8,1
2550,16,2,4,7,82,87,92,90,92,87,448,89.6,2
2551,17,2,5,4,74,78,73,72,79,76,378,75.6,1
2552,15,2,7,3,92,70,65,68,58,65,326,65.2,0
2553,18,1,3,4,63,70,65,68,58,65,326,65.2,0
2554,16,0,7,7,80,82,95,88,90,97,452,90.4,2
2555,16,0,5,7,75,94,90,95,96,81,456,91.2,2
2556,17,1,2,2,61,41,49,67,54,71,282,56.4,0
2557,17,0,5,2,86,53,69,62,86,45,315,63.0,0
2558,16,1,6,1,60,48,57,53,66,72,296,59.2,0
2559,15,0,3,8,58,70,65,68,58,65,326,65.2,0
2560,17,1,3,4,66,77,75,73,74,78,377,75.4,1
2561,16,0,5,1,63,45,59,50,65,61,280,56.0,0
2562,18,1,2,4,59,70,65,68,58,65,326,65.2,0
2563,18,1,3,4,58,70,73,74,82,77,376,75.2,1
2564,17,0,2,5,55,69,70,69,77,75,360,72.0,1
2565,15,2,2,6,82,97,90,100,93,87,467,93.4,2
2566,17,0,2,7,81,96,98,95,88,91,468,93.6,2
2567,16,2,7,6,82,89,91,90,83,98,451,90.2,2
2568,17,0,5,1,52,52,50,59,45,76,282,56.4,0
2569,18,0,6,1,76,68,61,68,64,66,327,65.4,0
2570,17,0,6,7,84,92,89,87,86,100,454,90.8,2
2571,17,2,5,6,59,73,69,72,76,92,382,76.4,1
2572,16,0,6,4,93,70,65,68,58,65,326,65.2,0
2573,16,0,6,8,85,82,99,99,90,100,470,94.0,2
2574,18,0,3,3,58,48,49,55,63,65,280,56.0,0
2575,17,0,5,6,71,81,82,86,85,94,428,85.6,2
2576,15,0,7,8,93,98,90,94,95,90,467,93.4,2
2577,15,0,2,4,54,75,72,74,77,81,379,75.8,1
2578,17,2,3,5,83,76,81,71,71,81,380,76.0,1
2579,16,1,5,5,58,71,77,79,78,75,380,76.0,1
2580,17,0,7,6,95,71,81,72,73,74,371,74.2,1
2581,16,0,6,4,83,76,72,73,69,75,365,73.0,1
2582,17,2,4,8,100,84,80,83,88,88,423,84.6,2
2583,16,2,6,8,96,100,98,89,96,94,477,95.4,2
2584,17,1,7,4,62,77,82,82,68,72,381,76.2,1
2585,17,0,4,7,84,83,80,89,87,90,429,85.8,2
2586,18,0,3,6,67,91,89,86,90,84,440,88.0,2
2587,18,2,3,1,77,62,64,51,61,61,299,59.8,0
2588,15,1,7,7,87,99,90,86,80,90,445,89.0,2
2589,16,0,7,7,85,70,65,68,58,65,326,65.2,0
2590,17,1,3,6,93,81,82,70,69,81,383,76.6,1
2591,17,0,2,6,71,84,82,92,95,87,440,88.0,2
2592,16,2,6,6,90,70,70,76,71,80,367,73.4,1
2593,17,1,2,5,55,77,75,76,74,80,382,76.4,1
2594,16,0,5,4,60,78,68,71,80,86,383,76.6,1
2595,18,1,6,5,85,78,69,77,71,77,372,74.4,1
2596,16,0,7,6,51,82,72,70,82,79,385,77.0,1
2597,16,2,4,8,81,83,82,93,89,85,432,86.4,2
2598,17,2,2,6,58,77,77,70,79,73,376,75.2,1
2599,16,1,4,6,91,75,71,73,77,80,376,75.2,1
2600,17,1,7,4,63,78,70,72,82,72,374,74.8,1
2601,17,0,6,4,67,70,65,68,62,65,330,66.0,0
2602,18,2,4,1,69,47,64,63,63,66,303,60.6,0
2603,17,1,2,4,58,74,68,72,78,78,370,74.0,1
2604,16,0,7,6,66,82,69,68,81,76,376,75.2,1
2605,16,1,3,5,95,75,68,78,73,69,363,72.6,1
2606,18,1,4,2,54,62,60,53,62,57,294,58.8,0
2607,16,2,3,8,73,86,84,100,82,87,439,87.8,2
2608,16,1,2,3,58,66,69,67,56,58,316,63.2,0
2609,18,0,4,1,55,42,52,63,62,52,271,54.2,0
2610,17,2,2,3,72,59,63,55,56,61,294,58.8,0
2611,16,2,5,8,82,82,90,96,100,88,456,91.2,2
2612,17,2,7,1,69,48,62,63,47,69,289,57.8,0
2613,16,0,5,3,65,60,52,59,57,69,297,59.4,0
2614,17,2,5,6,86,96,99,99,94,96,484,96.8,2
2615,15,1,4,6,90,69,69,74,81,79,372,74.4,1
2616,17,1,3,8,63,70,65,68,62,65,330,66.0,0
2617,16,2,4,2,64,68,44,40,42,69,263,52.6,0
2618,17,0,7,3,71,49,70,51,53,66,289,57.8,0
2619,15,1,4,7,88,81,93,81,87,100,442,88.4,2
2620,16,2,5,1,57,53,54,61,54,55,277,55.4,0
2621,17,0,7,4,56,68,44,40,42,69,263,52.6,0
2622,17,1,3,3,65,47,48,59,52,65,271,54.2,0
2623,16,1,3,4,88,80,70,77,74,92,393,78.6,1
2624,18,0,5,6,73,88,92,87,87,94,448,89.6,2
2625,17,1,3,3,72,61,67,70,54,66,318,63.6,0
2626,17,2,4,1,64,40,56,43,62,61,262,52.4,0
2627,16,2,6,6,84,100,89,85,87,93,454,90.8,2
2628,17,0,3,1,56,54,52,59,57,53,275,55.0,0
2629,18,2,5,6,59,70,71,76,69,81,367,73.4,1
2630,18,2,4,2,61,41,52,41,71,71,276,55.2,0
2631,18,1,6,8,73,93,96,98,95,87,469,93.8,2
2632,17,0,7,5,72,73,74,69,72,77,365,73.0,1
2633,18,0,2,4,88,72,70,81,76,69,368,73.6,1
2634,16,2,2,6,58,68,44,40,42,69,263,52.6,0
2635,17,2,6,5,79,82,72,74,79,86,393,78.6,1
2636,18,2,2,8,91,94,83,95,96,90,458,91.6,2
2637,17,1,3,7,82,89,98,87,97,81,452,90.4,2
2638,15,2,6,1,59,68,43,68,68,51,298,59.6,0
2639,17,1,4,8,74,90,82,100,89,83,444,88.8,2
2640,18,2,4,5,58,73,67,73,79,75,367,73.4,1
2641,16,2,6,5,53,75,73,76,78,92,394,78.8,1
2642,16,2,5,6,56,75,81,73,77,72,378,75.6,1
2643,16,1,7,4,73,82,68,78,86,69,383,76.6,1
2644,17,0,3,6,69,97,97,99,83,93,469,93.8,2
2645,18,2,2,2,61,58,64,57,67,47,293,58.6,0
2646,15,1,5,2,63,44,37,40,45,65,231,46.2,0
2647,18,0,5,3,68,69,48,53,64,58,292,58.4,0
2648,18,2,7,6,76,90,84,91,97,83,445,89.0,2
2649,17,0,4,8,73,99,100,88,99,87,473,94.6,2
2650,16,0,4,2,63,40,45,61,53,58,257,51.4,0
2651,16,0,6,2,69,51,63,65,43,69,291,58.2,0
2652,17,0,4,7,56,68,44,40,42,69,263,52.6,0
2653,17,2,2,4,64,72,82,80,77,76,387,77.4,1
2654,16,0,5,3,71,63,48,59,54,51,275,55.0,0
2655,16,0,2,7,88,95,89,87,99,83,453,90.6,2
2656,16,0,3,1,51,43,57,50,54,72,276,55.2,0
2657,15,2,2,3,59,49,66,58,50,54,277,55.4,0
2658,15,2,6,4,50,74,68,80,72,80,374,74.8,1
2659,15,2,4,2,69,42,49,57,50,71,269,53.8,0
2660,18,2,5,5,57,82,80,79,86,72,399,79.8,1
2661,17,0,2,6,82,88,96,90,85,98,457,91.4,2
2662,16,1,6,1,62,64,54,56,68,76,318,63.6,0
2663,15,0,2,2,55,40,48,52,66,57,263,52.6,0
2664,17,0,6,3,60,40,48,55,56,61,260,52.0,0
2665,17,1,6,6,84,84,92,81,81,100,438,87.6,2
2666,16,2,2,4,61,72,74,74,82,69,371,74.2,1
2667,18,0,6,5,77,81,71,79,76,69,376,75.2,1
2668,16,1,4,3,65,54,44,56,56,67,277,55.4,0
2669,16,2,7,3,60,48,69,49,59,61,286,57.2,0
2670,18,2,5,4,79,76,70,76,76,76,374,74.8,1
2671,17,2,2,6,57,74,68,82,72,73,369,73.8,1
2672,15,1,7,4,60,80,70,81,79,78,388,77.6,1
2673,16,0,6,1,50,45,67,51,65,55,283,56.6,0
2674,18,2,6,6,90,96,92,83,84,81,436,87.2,2
2675,17,0,7,3,68,60,66,43,66,57,292,58.4,0
2676,16,2,7,6,56,68,70,74,76,69,357,71.4,1
2677,17,1,4,8,89,89,92,93,86,94,454,90.8,2
2678,17,1,3,6,67,85,89,86,92,88,440,88.0,2
2679,15,0,6,4,68,81,81,79,78,75,394,78.8,1
2680,17,0,6,7,90,88,92,87,82,88,437,87.4,2
2681,16,2,2,6,63,72,77,70,77,72,368,73.6,1
2682,18,0,4,4,95,76,77,82,72,73,380,76.0,1
2683,17,1,4,5,73,70,68,82,77,77,374,74.8,1
2684,17,1,7,1,59,67,49,51,56,69,292,58.4,0
2685,17,0,5,8,86,80,98,83,100,92,453,90.6,2
2686,15,0,7,8,87,94,82,87,100,94,457,91.4,2
2687,17,0,3,7,85,82,94,80,80,94,430,86.0,2
2688,15,2,5,5,86,76,80,82,77,71,386,77.2,1
2689,18,0,6,3,53,67,48,63,50,69,297,59.4,0
2690,18,1,5,1,68,49,60,47,55,64,275,55.0,0
2691,17,1,5,5,87,75,82,72,86,74,389,77.8,1
2692,17,0,2,1,76,49,37,41,50,66,243,48.6,0
2693,16,1,6,4,71,69,70,82,82,92,395,79.0,1
2694,18,0,3,8,88,94,92,81,99,98,464,92.8,2
2695,16,1,6,3,59,58,53,70,54,67,302,60.4,0
2696,15,2,7,6,74,75,70,70,77,81,373,74.6,1
2697,16,1,2,7,83,85,86,99,88,98,456,91.2,2
2698,15,0,6,8,82,96,89,91,80,93,449,89.8,2
2699,16,2,4,3,52,50,59,52,63,63,287,57.4,0
2700,16,2,5,6,94,82,80,80,82,92,416,83.2,1
2701,17,1,3,2,62,51,49,60,59,49,268,53.6,0
2702,16,0,6,8,87,88,89,92,91,92,452,90.4,2
2703,16,0,6,7,87,88,84,86,99,81,438,87.6,2
2704,18,1,6,3,51,70,47,66,64,61,308,61.6,0
2705,18,1,3,6,73,91,84,99,98,92,464,92.8,2
2706,15,2,2,8,71,93,93,83,83,92,444,88.8,2
2707,16,0,2,4,93,72,71,68,81,72,364,72.8,1
2708,17,0,2,5,75,76,72,79,81,72,380,76.0,1
2709,17,2,2,6,73,82,89,85,97,87,440,88.0,2
2710,17,1,3,7,87,87,100,86,93,90,456,91.2,2
2711,18,0,7,7,69,88,91,81,88,86,434,86.8,2
2712,16,2,3,5,54,81,75,68,69,81,374,74.8,1
2713,17,0,4,7,95,95,98,84,98,85,460,92.0,2
2714,16,0,2,8,96,87,89,81,92,98,447,89.4,2
2715,17,2,6,2,86,59,45,59,57,72,292,58.4,0
2716,16,1,5,5,74,76,81,76,73,78,384,76.8,1
2717,17,1,3,7,65,87,89,97,82,84,439,87.8,2
2718,16,2,6,6,91,79,80,68,74,81,382,76.4,1
2719,16,2,4,1,58,42,63,52,45,55,257,51.4,0
2720,17,0,6,8,91,88,86,87,94,85,440,88.0,2
2721,16,0,7,7,83,81,81,84,89,89,424,84.8,2
2722,18,0,7,6,73,80,94,80,83,99,436,87.2,2
2723,15,2,5,3,59,60,48,64,55,44,271,54.2,0
